Date : 2023-06-04 23:35:28
Directory : /mnt/d/ITMO/prog-labs-2sem/lab8
Total : 79 files,  2340 codes, 52 comments, 222 blanks, all 2614 lines

Languages
+-----------------+------------+------------+------------+------------+------------+
| language        | files      | code       | comment    | blank      | total      |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/Main.class                                  | java            |          9 |          0 |          0 |          9 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/app/App.class                               | java            |         24 |          0 |          0 |         24 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/commands/AbstractCommand.class              | java            |          8 |          0 |          0 |          8 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/commands/Add.class                          | java            |         11 |          0 |          0 |         11 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/commands/Clear.class                        | java            |         12 |          0 |          0 |         12 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/commands/Command.class                      | java            |          3 |          0 |          1 |          4 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/commands/CountLessThanHeight.class          | java            |         11 |          0 |          0 |         11 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/commands/ExecuteScript.class                | java            |         37 |          0 |          0 |         37 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/commands/Exit.class                         | java            |         16 |          0 |          0 |         16 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/commands/FilterContainsName.class           | java            |         11 |          0 |          0 |         11 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/commands/GroupCountingById.class            | java            |         11 |          0 |          0 |         11 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/commands/Help.class                         | java            |         20 |          0 |          0 |         20 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/commands/Info.class                         | java            |         11 |          0 |          0 |         11 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/commands/RemoveById.class                   | java            |         12 |          0 |          0 |         12 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/commands/RemoveGreater.class                | java            |         12 |          0 |          0 |         12 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/commands/Reorder.class                      | java            |         11 |          0 |          0 |         11 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/commands/Show.class                         | java            |         11 |          0 |          0 |         11 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/commands/Shuffle.class                      | java            |         11 |          0 |          0 |         11 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/commands/Update.class                       | java            |         12 |          0 |          0 |         12 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/data/Color.class                            | java            |         16 |          0 |          0 |         16 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/data/Coordinates.class                      | java            |         18 |          0 |          1 |         19 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/data/Location.class                         | java            |         22 |          0 |          0 |         22 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/data/Person.class                           | java            |         52 |          0 |          0 |         52 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/data/User.class                             | java            |          9 |          0 |          0 |          9 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/exceptions/ElementAmountException.class     | java            |          5 |          0 |          0 |          5 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/exceptions/RecursionException.class         | java            |          5 |          0 |          0 |          5 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/exceptions/ValueException.class             | java            |          5 |          0 |          0 |          5 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/gui/controllers/AuthController.class        | java            |         34 |          0 |          0 |         34 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/gui/controllers/TableController.class       | java            |         78 |          0 |          0 |         78 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/network/TCPClient.class                     | java            |         55 |          0 |          0 |         55 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/requests/Request.class                      | java            |          9 |          0 |          0 |          9 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/utils/CollectionHandler.class               | java            |         64 |          0 |          0 |         64 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/utils/CommandHelper.class                   | java            |         23 |          0 |          0 |         23 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/utils/FileManager.class                     | java            |         22 |          0 |          0 |         22 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/utils/IOHandler.class                       | java            |         14 |          0 |          0 |         14 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/utils/PersonCreator.class                   | java            |         56 |          0 |          0 |         56 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/utils/PersonValidator.class                 | java            |         34 |          0 |          0 |         34 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/utils/UserHelper.class                      | java            |         16 |          0 |          0 |         16 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/build.gradle                                              | Gradle          |         50 |          0 |          8 |         58 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/src/main/java/ifmo/Main.java                              | java            |         15 |         12 |          7 |         34 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/src/main/java/ifmo/app/App.java                           | java            |         26 |          0 |          7 |         33 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/src/main/java/ifmo/commands/AbstractCommand.java          | java            |         17 |          0 |          6 |         23 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/src/main/java/ifmo/commands/Add.java                      | java            |         26 |          0 |          2 |         28 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/src/main/java/ifmo/commands/Clear.java                    | java            |         21 |          0 |          2 |         23 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/src/main/java/ifmo/commands/Command.java                  | java            |         15 |          0 |          3 |         18 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/src/main/java/ifmo/commands/CountLessThanHeight.java      | java            |         24 |          0 |          4 |         28 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/src/main/java/ifmo/commands/ExecuteScript.java            | java            |         71 |          0 |          4 |         75 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/src/main/java/ifmo/commands/Exit.java                     | java            |         27 |          0 |          1 |         28 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/src/main/java/ifmo/commands/FilterContainsName.java       | java            |         21 |          0 |          2 |         23 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/src/main/java/ifmo/commands/GroupCountingById.java        | java            |         21 |          0 |          3 |         24 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/src/main/java/ifmo/commands/Help.java                     | java            |         32 |          0 |          4 |         36 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/src/main/java/ifmo/commands/Info.java                     | java            |         21 |          0 |          3 |         24 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/src/main/java/ifmo/commands/RemoveById.java               | java            |         24 |          0 |          4 |         28 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/src/main/java/ifmo/commands/RemoveGreater.java            | java            |         24 |          0 |          4 |         28 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/src/main/java/ifmo/commands/Reorder.java                  | java            |         21 |          0 |          3 |         24 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/src/main/java/ifmo/commands/Show.java                     | java            |         21 |          0 |          1 |         22 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/src/main/java/ifmo/commands/Shuffle.java                  | java            |         21 |          0 |          2 |         23 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/src/main/java/ifmo/commands/Update.java                   | java            |         24 |          0 |          3 |         27 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/src/main/java/ifmo/data/Color.java                        | java            |         13 |          0 |          3 |         16 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/src/main/java/ifmo/data/Coordinates.java                  | java            |         38 |          0 |          6 |         44 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/src/main/java/ifmo/data/Location.java                     | java            |         49 |          0 |         14 |         63 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/src/main/java/ifmo/data/Person.java                       | java            |        158 |          1 |          8 |        167 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/src/main/java/ifmo/data/User.java                         | java            |         22 |          0 |          6 |         28 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/src/main/java/ifmo/exceptions/ElementAmountException.java | java            |          3 |          0 |          3 |          6 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/src/main/java/ifmo/exceptions/RecursionException.java     | java            |          3 |          0 |          3 |          6 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/src/main/java/ifmo/exceptions/ValueException.java         | java            |          3 |          0 |          2 |          5 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/src/main/java/ifmo/gui/controllers/AuthController.java    | java            |         50 |          4 |          6 |         60 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/src/main/java/ifmo/gui/controllers/TableController.java   | java            |         82 |         10 |         12 |        104 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/src/main/java/ifmo/network/TCPClient.java                 | java            |         82 |          0 |         19 |        101 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/src/main/java/ifmo/requests/Request.java                  | java            |         28 |          0 |          8 |         36 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/src/main/java/ifmo/utils/CollectionHandler.java           | java            |        121 |          0 |         14 |        135 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/src/main/java/ifmo/utils/CommandHelper.java               | java            |         45 |          0 |          6 |         51 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/src/main/java/ifmo/utils/FileManager.java                 | java            |         36 |          0 |          7 |         43 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/src/main/java/ifmo/utils/IOHandler.java                   | java            |         15 |          0 |          2 |         17 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/src/main/java/ifmo/utils/PersonCreator.java               | java            |        180 |          0 |          9 |        189 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/src/main/java/ifmo/utils/PersonValidator.java             | java            |         40 |          0 |          6 |         46 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/app/src/main/java/ifmo/utils/UserHelper.java                  | java            |         40 |         25 |          9 |         74 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/gradle/wrapper/gradle-wrapper.properties                      | Java Properties |          6 |          0 |          1 |          7 |
| /mnt/d/ITMO/prog-labs-2sem/lab8/settings.gradle                                               | Gradle          |         14 |          0 |          3 |         17 |
| Total                                                                                         |                 |      2,340 |         52 |        222 |      2,614 |
+-----------------------------------------------------------------------------------------------+-----------------+------------+------------+------------+------------+
